title;locations;company;experience;work_location;employment;description;skills;salary;url;type_of_work;date
Инженер по эксплуатации базовых станций;Russia;МегаФон;None;None;               Полная занятость     ;возможностей, предлагающая решения на базе облачных технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-184d41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb90fd97b5eebe98a49bb2ebb1deb6e7f0c4b9efa392fb852ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429edb5fdd9bfd8f7c1f0deb8d4bfe745f0d9b8d3a2abfb82fd96b5ecbe97a5a2b3d8b0e8b7ddf0cc6ab9ccfa951dfd80b4d5bfa6a49fb3d3b0edb7d5f1f6b8d9a2acfb85fd9566bffff7c4f0d4b8dfbed5b4aba5ed49a38bfabffd9db4d2bfa1a498b3d1605f565616435f/f4c767770c547172c25f668a17e8fae0.html;               Постоянная работа     ;Fri, 13 Oct 2023 22:09:11 GMT
Инженер данных в Yandex Cloud;Moscow;Яндекс;None;None;               Полная занятость     ;Команда Data office Yandex Cloud обрабатывает данные в batch- и realtime-контурах и готовит информацию для команд..., отвечающую высоким требованиям к качеству и стабильности данных.   Стек: Spark, ClickHouse, YT (in-house Big Data Hadoop + Hive...;"  сильная команда, с которой можно расти;   возможность влиять на процесс и результат;   помощь с переездом иногородним сотрудникам;   высокий совокупный доход и премии каждые полгода для всех, кто успешно прошёл ревью; расширенная программа ДМС: стоматология, обследования, вызов врача на дом и многое другое;   оплата 80% стоимости ДМС для супругов и детей;   компенсация оплаты питания на территории офиса;   скидки в бассейнах, фитнес-центрах и магазинах;   курсы, тренинги, участие в конференциях;   гибкий график работы;   парковка для сотрудников.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4c4a41fdb5b4d2be91a495b3d5b1dbb6e522a4fcb9c3fa96ed90fcefbeeb264611575c5558/cef929ae930e3b75414b4f9e981dcb9a.html;               Постоянная работа     ;Fri, 13 Oct 2023 22:01:54 GMT
Инженер-энергетик;Chernogorsk, Khakassia;Интелион Майн;None;None;               Постоянная работа     ;В компании Intelion Data Systems открыта вакансия Инженера-энергетика.   Intelion — промышленный оператор по продаже и... роста.    Intelion Data Systems — промышленный оператор по продаже и обслуживанию вычислительного оборудования с 2017 года...;"  график работы 5/2;   Республика Хакасия, г. Черногорск, ул. Мира д. 005Э (подстанция);   оформление по ТК РФ;   стабильная выплата заработной платы;   работа на динамично развивающемся рынке;   возможность карьерного и финансового роста.  ";80000 (M, RUB);https://jobviewtrack.com/en-gb/job-4e4d41fdb5b4d2be91a495b3d5b1dbb6e500a4c5b9cefa9eecadfdd7bfdbf6f6f0dbb8db6cb7fdf0c9b8dfa39ffb80fd98b5ef6cf7d9f0deb8d4bfe7b593a4ddb8f1fa93ed972c565856164d18/4f33393d75bbc6e08f56ee190aa82a11.html;               80 000 руб. в месяц     ;Thu, 12 Oct 2023 22:49:18 GMT
Linux Kernel Developer/Старший инженер-программист Linux Kernel (Tatlin.Unified);Saint Petersburg;YADRO;None;None;               Полная занятость     ;"инженера-программиста.   Чем Вам предстоит заниматься:   Разработкой высокопроизводительных data path, control/management path..., уровня data protection и кластерных компонентов для системы хранения данных;  Разработкой эффективных алгоритмов и структур...";"  Наличие опыта разработки модулей ядра или опыт системного программирования;   Опыт разработки высоконагруженных систем;   Опыт работы с блочной подсистемой ядра;  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-494f41fdb5b4d2be91a495b3d5b1dbb6e500a4f7b8f3fa95ed9efce4bfdef7c8f0dfb8d9bfe6b4a276b8f6a2aafb83fd9eb5efbe97a49cb3d4b1d6b6e4f1f648251a445e452ffdc5beecf7c4f1e3b9e9bedfb59954b8f1a397fb8bfd98b4d2be92a5a061b8c0bfe5b590a5e8b8fbfa93ed940db4f0bfa7a49eb3dbb0eeb7d5f0c8b8d5a392fabcfcaf662307490158432c041802094f040d1b72181a0e141d55/3426d62a073668fa08ca80a202dfa0e3.html;               Постоянная работа     ;Thu, 12 Oct 2023 22:43:32 GMT
DevOps - инженер;Kazan, Tatarstan;МегаФон;None;None;               Полная занятость     ;решения на базе облачных технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю сеть мобильной связи в...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1f1a41694812201e5454f0fbb8dcbed1b595a4d5b9c6fbab3ffdb5b4d2be91a495b3d5b1dbb6e522300d1f3c5a583c1f1c505d5814/4a8015d6ea4849a2c5a1e848906891ef.html;               Постоянная работа     ;Thu, 12 Oct 2023 22:39:17 GMT
Инженер СКС;Tula;WILDBERRIES;None;None;               Постоянная работа     ;согласно данным аналитического агентства Data Insight. Исследовательская компания Infoline признала Wildberries «Самым...;  Официальное оформление по ТК РФ   График работы: 5/2 с 09:00 до 18:00   Бесплатное питание   Корпоративный транспорт   Возможность карьерного роста   Место работы: Тульская обл, г Алексин. 54.437461, 37.464887  ;100000 (M, RUB);https://jobviewtrack.com/en-gb/job-1e1f41fdb5b4d2be91a495b3d5b1dbb6e500a4c9b9e9fa8a3ffdb5b4d2be91a495b3d5b1dbb6e521465f5f4b1b1f/b20fda920b0fc3ea7bf214dddb1432f6.html;               100 000 руб. в месяц     ;Thu, 12 Oct 2023 22:39:03 GMT
Linux Kernel Developer/Старший инженер-программист Linux Kernel (Tatlin.Unified);Nizhny Novgorod;YADRO;None;None;               Полная занятость     ;"инженера-программиста.   Чем Вам предстоит заниматься:   Разработкой высокопроизводительных data path, control/management path..., уровня data protection и кластерных компонентов для системы хранения данных;  Разработкой эффективных алгоритмов и структур...";"  Наличие опыта разработки модулей ядра или опыт системного программирования;   Опыт разработки высоконагруженных систем;   Опыт работы с блочной подсистемой ядра;  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1b1241fdb5b4d2be91a495b3d5b1dbb6e500a4f7b8f3fa95ed9efce4bfdef7c8f0dfb8d9bfe6b4a276b8f6a2aafb83fd9eb5efbe97a49cb3d4b1d6b6e4f1f648251a445e452ffdc5beecf7c4f1e3b9e9bedfb59954b8f1a397fb8bfd98b4d2be92a5a061b8c0bfe5b590a5e8b8fbfa93ed940db4f0bfa7a49eb3dbb0eeb7d5f0c8b8d5a392fabcfcaf662307490158432c041802094f040d1b72181c0a1b1957/dc0c91d5219aa39da8e155f47778f5e8.html;               Постоянная работа     ;Thu, 12 Oct 2023 22:38:31 GMT
Cетевой инженер ШПД;Moscow;МегаФон;None;None;               Постоянная работа     ;, предлагающая решения на базе облачных технологий, IoT, Big Data. Четырехкратный обладатель награды за «Самую быструю сеть мобильной...;"  Знание принципов построения сетей Ethernet;   Знание принципов коммутации;   Стеки протоколов ТСР/IP, включая 2 и 3 уровни;   Опыт работы с коммутаторами D-Link и Huawei разных моделей;   Знание систем мониторинга;   Знание работы протоколов dhcp qinq igmp stp – приветствуется.  ";90000 (M, RUB);https://jobviewtrack.com/en-gb/job-4e1341fdb5b4d2be91a495b3d5b1dbb6e52146595d471e1d/a8bd60339ebe683990c56e6ac4d3140d.html;               90 000 руб. в месяц     ;Thu, 12 Oct 2023 22:32:40 GMT
Инженер по виртуализации и хранению;Saint Petersburg;Ультрамар;None;None;               Постоянная работа     ;";  Опыт работы (администрирование и техническая поддержка) с резервным копированием (Veeam, Commvault, Data Protector либо РФ...";;170000 (M, RUB);https://jobviewtrack.com/en-gb/job-121f41fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd28fba5fd90b4d9be92a49db3ddb0ee66571147515942/05d758e50369d733413040f0d0440c7a.html;               170 000 руб. в месяц     ;Thu, 12 Oct 2023 22:32:22 GMT
Linux Kernel Developer/Старший инженер-программист Linux Kernel (Tatlin.Unified);Moscow;YADRO;None;None;               Полная занятость     ;"инженера-программиста.   Чем Вам предстоит заниматься:   Разработкой высокопроизводительных data path, control/management path..., уровня data protection и кластерных компонентов для системы хранения данных;  Разработкой эффективных алгоритмов и структур...";"  Наличие опыта разработки модулей ядра или опыт системного программирования;   Опыт разработки высоконагруженных систем;   Опыт работы с блочной подсистемой ядра;  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-491d41fdb5b4d2be91a495b3d5b1dbb6e500a4f7b8f3fa95ed9efce4bfdef7c8f0dfb8d9bfe6b4a276b8f6a2aafb83fd9eb5efbe97a49cb3d4b1d6b6e4f1f648251a445e452ffdc5beecf7c4f1e3b9e9bedfb59954b8f1a397fb8bfd98b4d2be92a5a061b8c0bfe5b590a5e8b8fbfa93ed940db4f0bfa7a49eb3dbb0eeb7d5f0c8b8d5a392fabcfcaf662307490158432c041802094f040d1b72181a09191952/44d6521f5820188638314da859942a7e.html;               Постоянная работа     ;Thu, 12 Oct 2023 22:30:30 GMT
